lights,Tdewpoint,RH_6,day_of_week,Windspeed,hour,month
0,6.415003950685352,44.590213979400815,4,6.7951999725573735,21,4
20,13.285463745989432,99.9,4,6.362348098593694,14,3
20,4.523571759020927,66.50629858157109,1,2.1452580450785064,10,2
10,4.801904810909612,68.00479721596953,1,5.037526663970554,17,5
0,1.833849663218624,86.70221297742589,5,1.658006700751502,22,5
0,0.19590902148324574,62.047319336435045,4,0.6580032365836352,22,3
0,7.243673201192262,46.53997083169164,3,2.5035295352760745,23,5
20,0.16973669901831867,48.492823704899436,5,6.153668359914995,22,3
0,4.060902027987977,52.37871805639226,5,6.376071461226927,18,3
0,1.7571020910132242,53.44961794604855,2,5.2974372644039445,4,1
0,5.769858555065991,77.27460242116146,0,5.8171214440125585,10,4
0,5.160301893548779,56.22718764651136,1,5.305018563768441,7,4
0,8.112821546916347,77.43067956946757,5,2.4673388057497982,9,3
0,1.6213676826865027,52.09477758626498,0,5.098489151745576,18,1
0,2.6286765529160077,57.05855430091262,6,6.0017320314237255,15,5
0,-0.34486223544145744,1.0,1,5.888686160525382,13,2
0,1.8970531044759134,83.15251257292367,1,6.954040664751309,12,5
0,5.343349562281825,65.40213214990682,2,5.775960695539748,12,3
0,6.936007527930598,85.6969045715086,2,4.901228798333931,15,2
0,-0.10745191463049908,1.0,2,6.6629260255523235,6,4
0,7.408397456077692,99.9,6,3.974742252998297,21,3
0,9.447130275499815,50.26089356831399,2,1.878082393395475,7,2
0,5.494920687708745,89.1287630035337,2,3.640038608026127,10,1
10,11.633204357920814,22.216215628828365,5,2.213830997944061,10,3
0,0.5149336771820372,73.69687157586067,4,2.3847408099982648,5,4
0,-1.4601812906353606,21.795393088480452,5,3.6855045665884054,18,3
0,-3.7003981752224497,35.17880135073858,1,2.0973556714101553,1,4
0,10.036085898276465,99.9,4,3.2848700629349414,15,1
0,6.505540349719991,48.66936361992776,1,0.0,7,2
0,3.5275487464785664,61.38207517808558,1,4.562581640745625,5,2
30,4.935076658243899,81.71152429708404,6,4.0427065962072035,23,5
0,-0.9603233296299116,70.04947797393618,1,2.0368872209740263,1,3
20,14.019775112302812,59.29460308281188,4,5.655708276862215,14,2
0,4.302744217187017,65.9775477665375,3,6.337942950830987,8,4
10,4.219579504327507,99.9,3,0.0992678456669327,11,2
0,6.805042263650389,52.81426904520581,6,2.1701450164339713,3,1
0,5.778371198509696,60.87327965450416,1,2.154414133618083,8,5
0,4.6998215037152065,87.33676386547242,0,1.735841861327987,22,4
0,0.4449449027911827,89.04600158956747,6,6.072977534640926,9,5
0,5.7383505895214695,91.58484697413746,4,3.5646410848698005,3,3
0,11.655136845593198,74.50540581061398,6,3.3913674806165046,3,3
0,9.404270149788825,19.00470224127193,1,0.0,8,3
0,10.443563700211453,99.9,3,5.597301479063576,15,4
0,1.6163371355968925,18.900646928763393,2,1.0020559968655567,18,2
20,-0.39033685086223,64.0361193808235,5,4.186659808424294,12,2
20,3.2330750339026344,31.113537082893043,6,4.719663776038221,0,1
20,3.9944532486633624,52.6111863420345,2,7.375026097648828,3,2
0,8.350454950040355,64.84996864770119,0,0.8315441786334432,17,2
0,-3.33858622892991,64.61929826555344,2,0.0,0,3
20,10.176631802074443,67.75183297686102,4,4.490407502614744,5,3
0,3.097919376281604,99.9,4,8.453201819134048,18,2
20,1.9700911101024212,68.73658883762869,6,7.076682539884136,4,4
20,-0.484714560538853,47.00365159506072,0,4.553673189066984,15,5
10,-3.18083408995836,84.64021152683644,3,2.8346429614137216,19,3
0,7.213617573853276,91.66085821223484,1,6.018187250390771,11,3
0,4.068249918310054,16.369338254804333,2,1.6533752048096915,2,2
10,-1.6502248294025392,73.2179795934226,2,5.207409690107211,8,4
0,-1.6716925014603534,76.45047819576705,2,5.278770579892652,23,3
0,2.352208304059441,45.34003802228162,5,6.638560081824536,20,5
0,10.761664393653644,97.46208356385802,4,10.804287262359995,20,3
20,2.671812565983388,49.93488098098336,4,5.001649814927367,18,2
0,-2.544448468068591,58.52076553575624,1,2.7921695832561486,21,4
0,2.7299012542315486,49.21792965861931,5,3.9770634291371154,8,3
0,2.6167275345694794,55.09436769547057,5,0.0,14,4
0,-6.6,20.46032724463742,1,2.3368565681599143,12,5
30,3.5329590216817826,9.751777943911172,0,3.0365101642915966,9,4
0,2.792017838799844,99.9,4,2.7550954299160586,19,5
0,6.681047386875316,28.22640180340508,1,4.413207111872688,23,3
10,11.516426546708672,23.727404155551234,4,2.0238190253377466,0,5
0,8.486250428191125,1.0,4,6.787645181565443,22,4
0,2.6328135022733403,34.70554898517692,2,4.040259271953824,5,5
0,-0.8807796415375835,13.39509316706826,6,4.016954571344696,5,2
0,14.555044993438456,99.9,5,3.23600942453174,1,1
0,4.0091073420071055,86.06468969037964,0,4.4201583122527435,1,4
10,3.8191353401403467,33.173333722130145,4,6.062249578268542,12,3
10,3.6595106215581867,99.9,3,1.9142242575542188,11,3
10,4.591602678882172,85.1908877226477,0,2.426563011164826,0,5
20,3.1551657766328454,44.490648849015066,4,3.295252209924402,14,2
0,1.3543967707729925,1.0,1,0.7407251698834054,15,5
0,1.466826192031426,99.9,4,2.03156996300049,0,4
10,3.623318431972352,11.32417079794078,5,2.872429292046153,1,4
0,1.4812313262343264,3.3552318320653924,4,6.183072487353794,5,3
0,0.770569846954618,86.46195383872075,1,4.683347450078118,15,1
10,4.2071441901440965,99.9,5,4.514283289966018,14,5
20,2.6911672329368965,97.72891296293234,2,6.125490328403082,19,1
0,10.069427799438117,72.17474300864401,2,3.70302315178844,2,4
0,-6.6,73.13556567407382,2,4.996867196120264,6,2
0,8.33919371931496,81.19281237473028,3,3.786732422411464,5,5
0,8.987595420951656,78.24956163281595,5,4.690213368994051,21,4
0,-4.936434983576323,63.36814165808721,4,2.6112816804520387,13,5
0,2.3232530913721785,57.85492754769743,2,0.0,9,1
0,2.202643241581937,52.659319604371305,6,3.7106038608878062,13,1
0,-2.1433090170583053,31.123232807375665,6,7.52722125813787,13,5
0,0.4980397813181523,45.8661092290882,6,6.310109989482698,10,4
0,-0.8977676998495969,1.8738072697717882,2,6.4061539171135635,3,4
0,11.110864287874273,51.54582310305578,4,7.069780806832242,7,1
10,7.685548212077793,23.814662309574395,6,4.257071023979054,20,3
0,9.094432692317241,20.23249039002291,5,4.523416037987253,9,5
0,6.787867027017281,60.21275127415328,1,2.5257506569000823,21,5
0,-0.9752677018029487,97.96968438548498,1,3.2649874125528164,9,2
0,1.5605290665925016,83.21446739681315,4,5.549142640895345,22,1
0,5.81346080974932,5.688294457346849,6,6.99073804947067,19,4
0,-1.3656889017286948,23.782359044472265,4,3.697938125817441,20,4
0,6.751484187479059,83.91392326668978,4,2.936238507675454,17,3
0,2.7526264548865687,24.004791803726846,1,4.041045853787886,10,4
0,2.1884655770607244,47.611804371970514,0,5.513442081441195,10,4
0,6.74293355739443,71.74309949361493,5,0.5005450331643533,5,4
0,5.624235003683894,24.445341597952215,3,0.0,20,5
0,2.2465809200008047,57.89150994806292,5,2.6902644404697966,18,1
30,8.623687115745831,13.05444818789723,6,1.0475162580829118,17,3
0,-0.7739730806768801,35.876598018688455,2,2.794187987084621,20,4
0,6.344339826162967,64.57022855861814,4,3.6775095475522424,14,1
10,6.248557773666892,4.987637827164647,2,2.9287398704461114,22,3
0,2.462268564463394,68.32978596811573,5,7.600070059814415,1,3
0,5.1287200416549945,53.997369763194044,4,4.840675209968628,19,3
0,-1.4872739885914923,71.81903821584686,0,4.776280651932498,22,2
0,7.636674801602856,61.58396519647996,5,5.564918682673897,5,3
20,2.9851075196505015,97.10179296820458,3,1.2482205053627449,7,1
10,1.5680678796317884,58.50980233592229,6,6.586843935145588,22,2
0,8.160931144061049,41.23318413966188,4,3.8540367298251366,18,2
0,0.8062331293194558,58.41862686609792,2,5.683247614886733,2,4
0,-2.147292261545746,71.532711524614,0,1.412393174126223,22,2
0,-2.7688043266978957,56.13106509329202,5,0.2311462065607235,22,5
0,6.302705196394911,55.87350668874214,3,6.044579693127552,16,5
0,-1.610243345387742,32.742178586179364,5,4.962414496724533,7,5
0,11.121450482364281,33.95984849117198,6,1.8286243526838222,6,2
0,-4.972253817497906,10.918201451052951,2,1.9080156452926915,2,1
0,10.876743898450785,99.9,6,6.798440644127249,3,5
20,4.645850827929876,15.862985069458261,1,1.1242407696577708,5,5
0,3.3550294206476616,33.02522098610706,2,8.066305501663065,9,3
0,1.474963198222556,32.23083652554493,2,1.8321316074391865,9,3
0,5.43494230392476,82.48580400266495,6,5.604591152745288,21,3
0,3.6028425429256363,45.42145816574125,0,3.2342353309787026,4,5
0,8.388669716763161,93.47600673407771,2,5.518297170348598,2,4
0,4.23985162513535,33.62998118340891,4,2.7060082563087438,13,4
0,4.3911698242919455,63.2996973812549,0,3.640710384327837,8,1
0,2.2354816872195595,28.58818483986046,1,4.140053636059262,5,1
0,3.5218400287179485,99.9,6,1.583169167739626,19,1
0,5.05182688947672,17.61562317674877,5,5.855675610883059,7,4
0,-3.4128472798257032,64.25993836736751,4,2.7817520408820697,19,5
10,-1.8944561960853177,74.35111019700454,6,3.479402887209042,1,4
0,6.878437988824686,67.49884494465854,3,1.6023820338202048,20,3
0,4.4774272060995814,48.83740878241388,6,0.0,9,3
0,2.9889615624601484,50.565193792263194,0,3.571500522206758,21,4
0,3.8380307233980613,55.97380223485217,0,9.953604345329563,2,4
0,5.218689713866747,50.02999957354344,2,5.962989908002745,14,5
0,1.4966050915261118,84.63373076320343,6,3.992540270480399,21,3
0,0.4959926345689918,99.9,3,3.3953482925457297,5,5
0,4.582208741271233,37.24332250739607,2,4.094820569546721,3,2
0,-0.343222387504464,11.939986485996933,1,5.380861359068213,17,4
0,5.473183403878333,51.85911471914838,4,1.1453190057594318,12,2
0,-3.381031763505659,99.9,4,6.77120000954873,18,4
0,8.077652331994706,29.57477660823978,0,5.793309131526509,4,2
0,5.743086872420317,99.9,6,5.800183359759153,6,4
0,4.834661436718061,99.9,1,5.114552476244594,8,3
10,7.882749474288162,37.36491712341271,5,4.0878364657147594,9,3
0,10.74678563874275,72.33279585065463,2,5.689083036561339,23,2
0,8.015632063125263,99.9,5,5.490418709551281,17,1
0,-3.961112243050115,42.79932785380105,5,3.1719198242321527,10,4
0,-1.606667887302505,48.26759469032719,4,2.633727224948999,5,5
0,1.139812971754258,36.489835836592114,0,4.289423959929555,13,5
0,3.870149633254782,22.999608215630957,3,7.8367418242023,12,1
20,5.932104155470534,34.38421389944769,4,1.00242691360559,13,5
0,0.7164671513410048,16.483581674716405,5,0.4425235393115141,4,2
0,4.544127670244148,55.67077680742155,4,4.443616879216684,1,5
0,0.5921414841570245,30.624566710765414,3,4.1644886935275505,11,1
0,1.1956050375695297,61.891469156293745,4,4.46465036969664,3,4
0,-2.1397410585461083,6.143236045785933,5,4.63773481570771,21,4
20,-0.11193147105591184,64.91593838910701,3,3.492633744352424,13,3
0,-1.9091340386225273,80.5733487333172,2,7.691735670591212,14,5
20,-0.33273776189432525,1.0,0,0.11558289031594349,4,5
20,8.180363147016054,66.26087292479409,5,2.008922731228706,18,3
0,-0.22168712764797727,92.85073418251037,1,3.7866515144421156,2,2
0,14.802622595225372,16.92900047629543,2,0.011933437146455894,12,2
0,5.830001730887457,99.9,1,3.6086937704065867,14,3
0,4.536029312066847,67.66144418748395,3,8.112381616204932,21,1
0,0.1601982616528561,32.64810094077392,4,4.090949100652105,18,3
0,6.698260185489665,52.871887444688625,5,4.60525052401882,14,3
0,1.34610890438248,72.00085832770786,0,0.9508098711482478,2,2
0,4.272495070829163,56.97663657557138,0,2.5289139261938343,5,5
10,14.499359931926133,71.39122796655545,3,3.1200626115126533,16,3
0,3.357769415560618,25.930279688450536,5,3.2609619182378635,18,5
10,8.581503735940133,59.88464017922299,4,7.181343389684372,8,2
0,0.8111293966732469,10.572151245595911,6,5.406775529842864,18,3
0,3.6139424700599863,51.14441316827274,0,1.3153230637082043,2,3
0,11.188591918518622,26.452535826562816,1,4.6439893024641155,12,2
0,1.130800854387366,31.697468460285123,0,5.2610031262999115,3,4
10,11.36329028588559,93.11314583943229,3,6.834508526991105,16,1
0,6.729476989773247,88.60318179407506,0,7.914005609277465,6,5
10,1.4013568221909862,73.58361760521493,1,1.5515319103899263,0,1
0,6.413434619461839,20.583752812688346,2,2.0521610703663944,22,4
0,7.840230282553131,44.753021602217856,5,0.9571509490728722,1,1
0,6.368980677790792,92.39684124996359,2,3.466117409365542,1,4
10,-2.8258328558304537,59.023537736742156,5,5.182898967259227,18,4
30,0.7106224856279879,99.9,2,6.4599264219755455,1,3
0,2.722453357227588,66.8608577320928,0,3.853578995980449,4,3
0,3.4484848437455273,60.59137608481048,0,3.255734870464257,10,5
10,6.364207736230819,44.980165534750064,4,4.411744027844595,8,2
0,4.506099984822119,58.76885664799076,3,1.9926322209513603,10,4
20,-1.8405924573133863,49.85967758245754,2,9.161672081257572,17,2
10,5.355502958580716,76.66653120519744,1,0.09901987345184393,22,4
0,6.321899040531271,84.41017483638592,3,4.492591623864099,8,2
0,6.108830656460535,30.12566427256183,0,9.000056972627409,4,4
0,8.294201396567804,13.14143530917385,6,4.056419629260872,17,5
0,7.258716626139202,1.0,6,3.5739241116700877,12,5
20,5.686805591200237,70.43291460735175,5,3.1635741243412827,11,2
0,3.466386416310557,20.239427795744348,5,3.597571902720534,6,4
10,-3.206439317873942,1.0,0,7.404906179837642,18,4
0,5.5628039987496125,66.71323148609919,2,0.0,11,5
20,4.631883573296019,99.9,6,7.798535996304599,7,4
0,4.89988444745665,54.41997567162741,0,0.5493185963910667,11,3
0,-1.594803783472627,80.72790824015846,4,3.386128026173168,11,3
20,-0.773944610798182,57.15805202125677,1,2.987578942227056,12,2
0,8.17831220216639,51.52868988758174,4,5.482425612593907,5,2
0,3.5947869254849216,83.23813741739936,4,0.12239636829638334,20,5
20,6.6193622907820675,45.56708768550341,6,5.172638872666836,9,3
20,3.879492481101461,62.93830206352608,4,9.001781171146606,7,4
0,3.88552339208894,64.62990760116625,3,0.6983115009003606,10,5
0,7.6964770013583825,33.79819544931909,6,4.504763377241103,21,5
0,1.596080963976691,85.51100999593154,1,2.417087355315693,21,4
0,4.163899674871392,49.159120930493785,3,5.083695205698601,14,2
0,1.8216248270180577,31.06776837802288,1,4.08668713671512,10,4
0,1.9381482062449649,71.32126086510162,5,2.4673257804013917,14,1
0,2.4638386876137144,26.621980169429055,6,5.23563430780227,11,3
10,4.69247981024534,55.48692096897808,2,8.462606976786631,7,1
10,1.7525249965881726,54.32502841233611,5,3.5718044021648487,8,5
0,9.0281615794412,88.4345194643149,3,5.804037209094162,14,2
0,0.008144282513941725,69.39584119124139,6,0.8696543869868578,6,3
0,2.976846128363559,53.82949848101683,5,1.6953151552294465,8,2
0,1.916189934387393,80.08234485920693,5,5.197723712778243,20,4
0,9.83026951591992,97.91377866614249,1,7.6776475006075415,4,3
20,4.58518493373393,71.98476614580262,6,4.911438478377207,10,2
0,8.088931329547421,54.93156548600677,5,3.272377414950658,23,1
0,-2.4706957365969586,13.745639409412583,3,4.038014788532228,21,2
0,4.8808886855477684,21.430999547429643,5,0.9747265070834978,0,5
